,index,response,rt,ppt_idx,match,condition_a,condition_b,object,accuracy,list,ppt_id
847,27,2,0.766,28,Mismatch,V,H,Crayon,1,1,1_28
848,28,2,1.186,29,Mismatch,V,H,Crayon,1,1,1_29
849,29,2,0.55,30,Mismatch,V,H,Crayon,1,1,1_30
850,30,2,0.977,31,Mismatch,V,H,Crayon,1,1,1_31
851,31,2,1.187,32,Mismatch,V,H,Crayon,1,1,1_32
852,32,2,1.634,33,Mismatch,V,H,Crayon,1,1,1_33
853,33,2,2.342,34,Mismatch,V,H,Crayon,1,1,1_34
854,34,2,1.194,35,Mismatch,V,H,Crayon,1,1,1_35
855,35,2,1.746,36,Mismatch,V,H,Crayon,1,1,1_36
856,36,2,0.559,37,Mismatch,V,H,Crayon,1,1,1_37
857,37,1,6.969,38,Mismatch,V,H,Crayon,0,1,1_38
858,38,2,0.58,39,Mismatch,V,H,Crayon,1,1,1_39
859,39,2,0.663,40,Mismatch,V,H,Crayon,1,1,1_40
860,40,2,3.74,41,Mismatch,V,H,Crayon,1,1,1_41
861,0,2,0.574,1,Mismatch,H,V,Flashlight,1,1,1_1
862,1,2,0.645,2,Mismatch,H,V,Flashlight,1,1,1_2
863,2,2,1.18,3,Mismatch,H,V,Flashlight,1,1,1_3
864,3,2,0.928,4,Mismatch,H,V,Flashlight,1,1,1_4
865,4,2,0.45,5,Mismatch,H,V,Flashlight,1,1,1_5
866,5,2,0.75,6,Mismatch,H,V,Flashlight,1,1,1_6
867,6,2,1.414,7,Mismatch,H,V,Flashlight,1,1,1_7
868,7,2,1.008,8,Mismatch,H,V,Flashlight,1,1,1_8
869,8,2,1.185,9,Mismatch,H,V,Flashlight,1,1,1_9
870,9,2,0.907,10,Mismatch,H,V,Flashlight,1,1,1_10
871,10,2,1.3,11,Mismatch,H,V,Flashlight,1,1,1_11
872,11,2,0.757,12,Mismatch,H,V,Flashlight,1,1,1_12
873,12,2,1.148,13,Mismatch,H,V,Flashlight,1,1,1_13
874,13,2,0.608,14,Mismatch,H,V,Flashlight,1,1,1_14
875,14,2,0.709,15,Mismatch,H,V,Flashlight,1,1,1_15
876,15,2,0.938,16,Mismatch,H,V,Flashlight,1,1,1_16
877,16,2,1.92,17,Mismatch,H,V,Flashlight,1,1,1_17
878,17,2,1.047,18,Mismatch,H,V,Flashlight,1,1,1_18
879,18,2,2.061,19,Mismatch,H,V,Flashlight,1,1,1_19
880,19,2,0.676,20,Mismatch,H,V,Flashlight,1,1,1_20
881,20,2,2.863,21,Mismatch,H,V,Flashlight,1,1,1_21
882,21,2,0.566,22,Mismatch,H,V,Flashlight,1,1,1_22
883,22,2,0.846,23,Mismatch,H,V,Flashlight,1,1,1_23
884,23,2,0.628,24,Mismatch,H,V,Flashlight,1,1,1_24
885,24,2,0.773,25,Mismatch,H,V,Flashlight,1,1,1_25
886,25,2,0.641,26,Mismatch,H,V,Flashlight,1,1,1_26
887,26,2,1.587,27,Mismatch,H,V,Flashlight,1,1,1_27
888,27,2,0.647,28,Mismatch,H,V,Flashlight,1,1,1_28
889,28,2,0.967,29,Mismatch,H,V,Flashlight,1,1,1_29
890,29,2,2.98,30,Mismatch,H,V,Flashlight,1,1,1_30
891,30,2,1.003,31,Mismatch,H,V,Flashlight,1,1,1_31
892,31,2,1.921,32,Mismatch,H,V,Flashlight,1,1,1_32
893,32,2,0.479,33,Mismatch,H,V,Flashlight,1,1,1_33
894,33,2,1.751,34,Mismatch,H,V,Flashlight,1,1,1_34
895,34,2,0.955,35,Mismatch,H,V,Flashlight,1,1,1_35
896,35,2,0.548,36,Mismatch,H,V,Flashlight,1,1,1_36
897,36,2,0.995,37,Mismatch,H,V,Flashlight,1,1,1_37
898,37,2,2.015,38,Mismatch,H,V,Flashlight,1,1,1_38
899,38,2,0.728,39,Mismatch,H,V,Flashlight,1,1,1_39
900,39,2,0.738,40,Mismatch,H,V,Flashlight,1,1,1_40
901,40,2,0.801,41,Mismatch,H,V,Flashlight,1,1,1_41
902,0,2,0.583,1,Mismatch,V,H,Pencil,1,1,1_1
903,1,2,0.554,2,Mismatch,V,H,Pencil,1,1,1_2
904,2,2,0.776,3,Mismatch,V,H,Pencil,1,1,1_3
905,3,2,1.762,4,Mismatch,V,H,Pencil,1,1,1_4
906,4,2,0.422,5,Mismatch,V,H,Pencil,1,1,1_5
907,5,2,0.798,6,Mismatch,V,H,Pencil,1,1,1_6
908,6,2,1.069,7,Mismatch,V,H,Pencil,1,1,1_7
909,7,2,1.026,8,Mismatch,V,H,Pencil,1,1,1_8
910,8,2,1.127,9,Mismatch,V,H,Pencil,1,1,1_9
911,9,2,0.878,10,Mismatch,V,H,Pencil,1,1,1_10
912,10,2,2.138,11,Mismatch,V,H,Pencil,1,1,1_11
913,11,2,0.818,12,Mismatch,V,H,Pencil,1,1,1_12
914,12,2,0.724,13,Mismatch,V,H,Pencil,1,1,1_13
915,13,2,0.808,14,Mismatch,V,H,Pencil,1,1,1_14
916,14,2,0.697,15,Mismatch,V,H,Pencil,1,1,1_15
917,15,2,0.857,16,Mismatch,V,H,Pencil,1,1,1_16
918,16,2,0.927,17,Mismatch,V,H,Pencil,1,1,1_17
919,17,2,0.855,18,Mismatch,V,H,Pencil,1,1,1_18
920,18,2,4.017,19,Mismatch,V,H,Pencil,1,1,1_19
921,19,2,0.545,20,Mismatch,V,H,Pencil,1,1,1_20
922,20,2,1.65,21,Mismatch,V,H,Pencil,1,1,1_21
923,21,2,0.63,22,Mismatch,V,H,Pencil,1,1,1_22
924,22,2,0.657,23,Mismatch,V,H,Pencil,1,1,1_23
925,23,2,1.86,24,Mismatch,V,H,Pencil,1,1,1_24
926,24,2,0.568,25,Mismatch,V,H,Pencil,1,1,1_25
927,25,2,0.563,26,Mismatch,V,H,Pencil,1,1,1_26
928,26,2,0.856,27,Mismatch,V,H,Pencil,1,1,1_27
929,27,2,0.716,28,Mismatch,V,H,Pencil,1,1,1_28
930,28,2,0.829,29,Mismatch,V,H,Pencil,1,1,1_29
931,29,2,0.45,30,Mismatch,V,H,Pencil,1,1,1_30
932,30,2,0.684,31,Mismatch,V,H,Pencil,1,1,1_31
933,31,2,1.055,32,Mismatch,V,H,Pencil,1,1,1_32
934,32,1,0.657,33,Mismatch,V,H,Pencil,0,1,1_33
935,33,2,1.399,34,Mismatch,V,H,Pencil,1,1,1_34
936,34,2,1.053,35,Mismatch,V,H,Pencil,1,1,1_35
937,35,2,0.655,36,Mismatch,V,H,Pencil,1,1,1_36
938,36,2,0.976,37,Mismatch,V,H,Pencil,1,1,1_37
939,37,2,2.703,38,Mismatch,V,H,Pencil,1,1,1_38
940,38,2,0.521,39,Mismatch,V,H,Pencil,1,1,1_39
941,39,2,0.748,40,Mismatch,V,H,Pencil,1,1,1_40
942,40,2,1.253,41,Mismatch,V,H,Pencil,1,1,1_41
943,0,2,6.093,1,Mismatch,H,V,Pen,1,1,1_1
944,1,2,0.911,2,Mismatch,H,V,Pen,1,1,1_2
945,2,2,0.791,3,Mismatch,H,V,Pen,1,1,1_3
946,3,2,0.806,4,Mismatch,H,V,Pen,1,1,1_4
947,4,2,0.46,5,Mismatch,H,V,Pen,1,1,1_5
948,5,2,0.744,6,Mismatch,H,V,Pen,1,1,1_6
949,6,2,0.79,7,Mismatch,H,V,Pen,1,1,1_7
950,7,2,0.949,8,Mismatch,H,V,Pen,1,1,1_8
951,8,2,2.241,9,Mismatch,H,V,Pen,1,1,1_9
952,9,2,0.769,10,Mismatch,H,V,Pen,1,1,1_10
953,10,2,1.859,11,Mismatch,H,V,Pen,1,1,1_11
954,11,2,0.685,12,Mismatch,H,V,Pen,1,1,1_12
955,12,2,1.058,13,Mismatch,H,V,Pen,1,1,1_13
956,13,2,0.544,14,Mismatch,H,V,Pen,1,1,1_14
957,14,2,0.811,15,Mismatch,H,V,Pen,1,1,1_15
958,15,2,0.804,16,Mismatch,H,V,Pen,1,1,1_16
959,16,2,0.735,17,Mismatch,H,V,Pen,1,1,1_17
960,17,2,0.665,18,Mismatch,H,V,Pen,1,1,1_18
961,18,2,2.336,19,Mismatch,H,V,Pen,1,1,1_19
962,19,2,0.465,20,Mismatch,H,V,Pen,1,1,1_20
963,20,2,1.715,21,Mismatch,H,V,Pen,1,1,1_21
964,21,2,0.505,22,Mismatch,H,V,Pen,1,1,1_22
965,22,2,0.779,23,Mismatch,H,V,Pen,1,1,1_23
966,23,2,1.749,24,Mismatch,H,V,Pen,1,1,1_24
967,24,2,0.516,25,Mismatch,H,V,Pen,1,1,1_25
968,25,2,0.657,26,Mismatch,H,V,Pen,1,1,1_26
969,26,2,1.016,27,Mismatch,H,V,Pen,1,1,1_27
970,27,2,0.666,28,Mismatch,H,V,Pen,1,1,1_28
971,28,2,0.67,29,Mismatch,H,V,Pen,1,1,1_29
972,29,2,0.99,30,Mismatch,H,V,Pen,1,1,1_30
973,30,2,0.596,31,Mismatch,H,V,Pen,1,1,1_31
974,31,2,1.664,32,Mismatch,H,V,Pen,1,1,1_32
975,32,2,0.663,33,Mismatch,H,V,Pen,1,1,1_33
976,33,2,1.57,34,Mismatch,H,V,Pen,1,1,1_34
977,34,2,1.238,35,Mismatch,H,V,Pen,1,1,1_35
978,35,2,0.752,36,Mismatch,H,V,Pen,1,1,1_36
979,36,2,0.501,37,Mismatch,H,V,Pen,1,1,1_37
980,37,2,1.594,38,Mismatch,H,V,Pen,1,1,1_38
981,38,2,0.484,39,Mismatch,H,V,Pen,1,1,1_39
982,39,2,0.65,40,Mismatch,H,V,Pen,1,1,1_40
983,40,2,0.755,41,Mismatch,H,V,Pen,1,1,1_41
984,0,2,0.591,1,Mismatch,V,H,Axe,1,2,2_1
985,1,2,0.631,2,Mismatch,V,H,Axe,1,2,2_2
986,2,2,1.859,3,Mismatch,V,H,Axe,1,2,2_3
987,3,2,1.531,4,Mismatch,V,H,Axe,1,2,2_4
988,4,2,0.594,5,Mismatch,V,H,Axe,1,2,2_5
989,5,2,0.937,6,Mismatch,V,H,Axe,1,2,2_6
990,6,2,0.872,7,Mismatch,V,H,Axe,1,2,2_7
991,7,2,0.577,8,Mismatch,V,H,Axe,1,2,2_8
992,8,2,0.526,9,Mismatch,V,H,Axe,1,2,2_9
993,9,2,0.78,10,Mismatch,V,H,Axe,1,2,2_10
994,10,2,0.426,11,Mismatch,V,H,Axe,1,2,2_11
995,11,2,0.846,12,Mismatch,V,H,Axe,1,2,2_12
996,12,2,0.692,13,Mismatch,V,H,Axe,1,2,2_13
997,13,2,1.499,14,Mismatch,V,H,Axe,1,2,2_14
998,14,2,0.75,15,Mismatch,V,H,Axe,1,2,2_15
999,15,2,0.421,16,Mismatch,V,H,Axe,1,2,2_16
1000,16,2,1.067,17,Mismatch,V,H,Axe,1,2,2_17
1001,17,2,0.488,18,Mismatch,V,H,Axe,1,2,2_18
1002,18,2,1.229,19,Mismatch,V,H,Axe,1,2,2_19
1003,19,2,1.622,20,Mismatch,V,H,Axe,1,2,2_20
1004,20,2,1.192,21,Mismatch,V,H,Axe,1,2,2_21
1005,21,2,1.35,22,Mismatch,V,H,Axe,1,2,2_22
1006,22,2,1.226,23,Mismatch,V,H,Axe,1,2,2_23
1007,23,2,1.07,24,Mismatch,V,H,Axe,1,2,2_24
1008,24,2,0.9,25,Mismatch,V,H,Axe,1,2,2_25
1009,25,2,1.082,26,Mismatch,V,H,Axe,1,2,2_26
1010,26,2,0.554,27,Mismatch,V,H,Axe,1,2,2_27
1011,27,2,0.739,28,Mismatch,V,H,Axe,1,2,2_28
1012,28,2,0.874,29,Mismatch,V,H,Axe,1,2,2_29
1013,29,2,0.904,30,Mismatch,V,H,Axe,1,2,2_30
1014,30,2,0.522,31,Mismatch,V,H,Axe,1,2,2_31
1015,31,2,0.55,32,Mismatch,V,H,Axe,1,2,2_32
1016,32,2,0.7,33,Mismatch,V,H,Axe,1,2,2_33
1017,33,2,0.982,34,Mismatch,V,H,Axe,1,2,2_34
1018,34,2,0.888,35,Mismatch,V,H,Axe,1,2,2_35
1019,35,2,0.985,36,Mismatch,V,H,Axe,1,2,2_36
1020,36,2,0.857,37,Mismatch,V,H,Axe,1,2,2_37
1021,37,2,0.613,38,Mismatch,V,H,Axe,1,2,2_38
1022,38,2,1.156,39,Mismatch,V,H,Axe,1,2,2_39
1023,39,2,0.666,40,Mismatch,V,H,Axe,1,2,2_40
1024,40,2,1.969,41,Mismatch,V,H,Axe,1,2,2_41
1025,0,2,0.816,1,Mismatch,H,V,Caterpillar,1,2,2_1
1026,1,2,0.676,2,Mismatch,H,V,Caterpillar,1,2,2_2
1027,2,2,1.316,3,Mismatch,H,V,Caterpillar,1,2,2_3
1028,3,1,3.123,4,Mismatch,H,V,Caterpillar,0,2,2_4
1029,4,2,0.924,5,Mismatch,H,V,Caterpillar,1,2,2_5
1030,5,2,1.108,6,Mismatch,H,V,Caterpillar,1,2,2_6
1031,6,2,0.731,7,Mismatch,H,V,Caterpillar,1,2,2_7
1032,7,2,0.796,8,Mismatch,H,V,Caterpillar,1,2,2_8
1033,8,2,0.938,9,Mismatch,H,V,Caterpillar,1,2,2_9
1034,9,2,1.185,10,Mismatch,H,V,Caterpillar,1,2,2_10
1035,10,2,0.769,11,Mismatch,H,V,Caterpillar,1,2,2_11
1036,11,2,0.863,12,Mismatch,H,V,Caterpillar,1,2,2_12
1037,12,2,1.585,13,Mismatch,H,V,Caterpillar,1,2,2_13
1038,13,2,1.472,14,Mismatch,H,V,Caterpillar,1,2,2_14
1039,14,2,1.223,15,Mismatch,H,V,Caterpillar,1,2,2_15
1040,15,2,1.697,16,Mismatch,H,V,Caterpillar,1,2,2_16
1041,16,2,1.853,17,Mismatch,H,V,Caterpillar,1,2,2_17
1042,17,2,0.598,18,Mismatch,H,V,Caterpillar,1,2,2_18
1043,18,2,1.787,19,Mismatch,H,V,Caterpillar,1,2,2_19
1044,19,2,0.704,20,Mismatch,H,V,Caterpillar,1,2,2_20
1045,20,2,0.918,21,Mismatch,H,V,Caterpillar,1,2,2_21
1046,21,2,2.057,22,Mismatch,H,V,Caterpillar,1,2,2_22
1047,22,2,1.43,23,Mismatch,H,V,Caterpillar,1,2,2_23
1048,23,2,1.489,24,Mismatch,H,V,Caterpillar,1,2,2_24
1049,24,2,0.867,25,Mismatch,H,V,Caterpillar,1,2,2_25
1050,25,2,1.234,26,Mismatch,H,V,Caterpillar,1,2,2_26
1051,26,2,1.015,27,Mismatch,H,V,Caterpillar,1,2,2_27
1052,27,2,0.641,28,Mismatch,H,V,Caterpillar,1,2,2_28
1053,28,2,1.516,29,Mismatch,H,V,Caterpillar,1,2,2_29
1054,29,2,1.132,30,Mismatch,H,V,Caterpillar,1,2,2_30
1055,30,2,0.56,31,Mismatch,H,V,Caterpillar,1,2,2_31
1056,31,2,0.823,32,Mismatch,H,V,Caterpillar,1,2,2_32
1057,32,2,5.651,33,Mismatch,H,V,Caterpillar,1,2,2_33
1058,33,2,1.233,34,Mismatch,H,V,Caterpillar,1,2,2_34
1059,34,2,1.027,35,Mismatch,H,V,Caterpillar,1,2,2_35
1060,35,2,1.078,36,Mismatch,H,V,Caterpillar,1,2,2_36
1061,36,2,0.658,37,Mismatch,H,V,Caterpillar,1,2,2_37
1062,37,2,1.117,38,Mismatch,H,V,Caterpillar,1,2,2_38
1063,38,2,1.23,39,Mismatch,H,V,Caterpillar,1,2,2_39
1064,39,2,0.99,40,Mismatch,H,V,Caterpillar,1,2,2_40
1065,40,2,2.309,41,Mismatch,H,V,Caterpillar,1,2,2_41
1066,0,2,1.08,1,Mismatch,V,H,Glass,1,2,2_1
1067,1,2,0.941,2,Mismatch,V,H,Glass,1,2,2_2
1068,2,2,2.192,3,Mismatch,V,H,Glass,1,2,2_3
1069,3,2,1.652,4,Mismatch,V,H,Glass,1,2,2_4
1070,4,2,0.977,5,Mismatch,V,H,Glass,1,2,2_5
1071,5,2,0.757,6,Mismatch,V,H,Glass,1,2,2_6
1072,6,2,1.3,7,Mismatch,V,H,Glass,1,2,2_7
1073,7,2,1.591,8,Mismatch,V,H,Glass,1,2,2_8
1074,8,2,1.393,9,Mismatch,V,H,Glass,1,2,2_9
1075,9,2,0.813,10,Mismatch,V,H,Glass,1,2,2_10
1076,10,2,0.617,11,Mismatch,V,H,Glass,1,2,2_11
1077,11,2,1.04,12,Mismatch,V,H,Glass,1,2,2_12
1078,12,2,0.787,13,Mismatch,V,H,Glass,1,2,2_13
1079,13,2,1.034,14,Mismatch,V,H,Glass,1,2,2_14
1080,14,2,2.047,15,Mismatch,V,H,Glass,1,2,2_15
1081,15,2,0.856,16,Mismatch,V,H,Glass,1,2,2_16
1082,16,2,3.716,17,Mismatch,V,H,Glass,1,2,2_17
1083,17,2,3.92,18,Mismatch,V,H,Glass,1,2,2_18
1084,18,2,1.464,19,Mismatch,V,H,Glass,1,2,2_19
1085,19,2,0.566,20,Mismatch,V,H,Glass,1,2,2_20
1086,20,2,1.87,21,Mismatch,V,H,Glass,1,2,2_21
1087,21,2,2.532,22,Mismatch,V,H,Glass,1,2,2_22
1088,22,2,2.321,23,Mismatch,V,H,Glass,1,2,2_23
1089,23,2,0.729,24,Mismatch,V,H,Glass,1,2,2_24
1090,24,2,0.773,25,Mismatch,V,H,Glass,1,2,2_25
1091,25,2,0.96,26,Mismatch,V,H,Glass,1,2,2_26
1092,26,2,1.226,27,Mismatch,V,H,Glass,1,2,2_27
1093,27,2,1.423,28,Mismatch,V,H,Glass,1,2,2_28
1094,28,2,1.496,29,Mismatch,V,H,Glass,1,2,2_29
1095,29,2,1.212,30,Mismatch,V,H,Glass,1,2,2_30
1096,30,2,0.632,31,Mismatch,V,H,Glass,1,2,2_31
1097,31,2,0.822,32,Mismatch,V,H,Glass,1,2,2_32
1098,32,2,0.611,33,Mismatch,V,H,Glass,1,2,2_33
1099,33,2,1.903,34,Mismatch,V,H,Glass,1,2,2_34
1100,34,2,0.79,35,Mismatch,V,H,Glass,1,2,2_35
1101,35,2,1.351,36,Mismatch,V,H,Glass,1,2,2_36
1102,36,2,0.985,37,Mismatch,V,H,Glass,1,2,2_37
1103,37,2,0.852,38,Mismatch,V,H,Glass,1,2,2_38
1104,38,2,1.016,39,Mismatch,V,H,Glass,1,2,2_39
1105,39,2,0.767,40,Mismatch,V,H,Glass,1,2,2_40
1106,40,2,1.994,41,Mismatch,V,H,Glass,1,2,2_41
1107,0,2,0.609,1,Mismatch,H,V,Key,1,2,2_1
1108,1,2,0.705,2,Mismatch,H,V,Key,1,2,2_2
1109,2,2,2.679,3,Mismatch,H,V,Key,1,2,2_3
1110,3,2,1.559,4,Mismatch,H,V,Key,1,2,2_4
1111,4,2,0.827,5,Mismatch,H,V,Key,1,2,2_5
1112,5,2,1.095,6,Mismatch,H,V,Key,1,2,2_6
1113,6,2,1.2,7,Mismatch,H,V,Key,1,2,2_7
1114,7,2,0.718,8,Mismatch,H,V,Key,1,2,2_8
1115,8,2,0.8,9,Mismatch,H,V,Key,1,2,2_9
1116,9,2,0.576,10,Mismatch,H,V,Key,1,2,2_10
1117,10,2,0.642,11,Mismatch,H,V,Key,1,2,2_11
1118,11,2,1.176,12,Mismatch,H,V,Key,1,2,2_12
1119,12,2,0.562,13,Mismatch,H,V,Key,1,2,2_13
1120,13,2,0.935,14,Mismatch,H,V,Key,1,2,2_14
1121,14,2,1.41,15,Mismatch,H,V,Key,1,2,2_15
1122,15,1,0.738,16,Mismatch,H,V,Key,0,2,2_16
1123,16,2,1.974,17,Mismatch,H,V,Key,1,2,2_17
1124,17,2,0.545,18,Mismatch,H,V,Key,1,2,2_18
1125,18,2,1.087,19,Mismatch,H,V,Key,1,2,2_19
1126,19,2,1.104,20,Mismatch,H,V,Key,1,2,2_20
1127,20,2,1.216,21,Mismatch,H,V,Key,1,2,2_21
1128,21,2,1.458,22,Mismatch,H,V,Key,1,2,2_22
1129,22,2,1.231,23,Mismatch,H,V,Key,1,2,2_23
1130,23,2,0.959,24,Mismatch,H,V,Key,1,2,2_24
1131,24,2,0.908,25,Mismatch,H,V,Key,1,2,2_25
1132,25,2,0.945,26,Mismatch,H,V,Key,1,2,2_26
1133,26,2,1.211,27,Mismatch,H,V,Key,1,2,2_27
1134,27,2,0.728,28,Mismatch,H,V,Key,1,2,2_28
1135,28,2,1.125,29,Mismatch,H,V,Key,1,2,2_29
1136,29,2,0.845,30,Mismatch,H,V,Key,1,2,2_30
1137,30,2,0.629,31,Mismatch,H,V,Key,1,2,2_31
1138,31,2,0.636,32,Mismatch,H,V,Key,1,2,2_32
1139,32,2,0.597,33,Mismatch,H,V,Key,1,2,2_33
1140,33,2,0.999,34,Mismatch,H,V,Key,1,2,2_34
1141,34,2,0.667,35,Mismatch,H,V,Key,1,2,2_35
1142,35,2,0.859,36,Mismatch,H,V,Key,1,2,2_36
1143,36,2,0.995,37,Mismatch,H,V,Key,1,2,2_37
1144,37,2,0.906,38,Mismatch,H,V,Key,1,2,2_38
1145,38,2,1.442,39,Mismatch,H,V,Key,1,2,2_39
1146,39,2,1.142,40,Mismatch,H,V,Key,1,2,2_40
1147,40,2,1.768,41,Mismatch,H,V,Key,1,2,2_41
1148,0,2,4.923,1,Mismatch,V,H,Plate,1,2,2_1
1149,1,2,1.08,2,Mismatch,V,H,Plate,1,2,2_2
1150,2,2,0.866,3,Mismatch,V,H,Plate,1,2,2_3
1151,3,2,3.198,4,Mismatch,V,H,Plate,1,2,2_4
1152,4,2,1.045,5,Mismatch,V,H,Plate,1,2,2_5
1153,5,2,1.246,6,Mismatch,V,H,Plate,1,2,2_6
1154,6,2,2.354,7,Mismatch,V,H,Plate,1,2,2_7
1155,7,2,0.733,8,Mismatch,V,H,Plate,1,2,2_8
1156,8,2,0.883,9,Mismatch,V,H,Plate,1,2,2_9
1157,9,2,0.489,10,Mismatch,V,H,Plate,1,2,2_10
1158,10,2,0.45,11,Mismatch,V,H,Plate,1,2,2_11
1159,11,2,0.688,12,Mismatch,V,H,Plate,1,2,2_12
1160,12,2,0.504,13,Mismatch,V,H,Plate,1,2,2_13
1161,13,2,2.336,14,Mismatch,V,H,Plate,1,2,2_14
1162,14,2,0.798,15,Mismatch,V,H,Plate,1,2,2_15
1163,15,2,0.41,16,Mismatch,V,H,Plate,1,2,2_16
1164,16,2,2.424,17,Mismatch,V,H,Plate,1,2,2_17
1165,17,2,0.611,18,Mismatch,V,H,Plate,1,2,2_18
1166,18,1,2.397,19,Mismatch,V,H,Plate,0,2,2_19
1167,19,2,0.872,20,Mismatch,V,H,Plate,1,2,2_20
1168,20,2,1.288,21,Mismatch,V,H,Plate,1,2,2_21
1169,21,2,1.591,22,Mismatch,V,H,Plate,1,2,2_22
1170,22,2,1.943,23,Mismatch,V,H,Plate,1,2,2_23
1171,23,2,2.722,24,Mismatch,V,H,Plate,1,2,2_24
1172,24,2,1.039,25,Mismatch,V,H,Plate,1,2,2_25
1173,25,2,1.387,26,Mismatch,V,H,Plate,1,2,2_26
1174,26,2,1.153,27,Mismatch,V,H,Plate,1,2,2_27
1175,27,2,1.013,28,Mismatch,V,H,Plate,1,2,2_28
1176,28,2,0.707,29,Mismatch,V,H,Plate,1,2,2_29
1177,29,2,0.761,30,Mismatch,V,H,Plate,1,2,2_30
1178,30,2,0.996,31,Mismatch,V,H,Plate,1,2,2_31
1179,31,2,0.903,32,Mismatch,V,H,Plate,1,2,2_32
1180,32,2,0.754,33,Mismatch,V,H,Plate,1,2,2_33
1181,33,2,1.513,34,Mismatch,V,H,Plate,1,2,2_34
1182,34,2,0.592,35,Mismatch,V,H,Plate,1,2,2_35
1183,35,2,1.229,36,Mismatch,V,H,Plate,1,2,2_36
1184,36,2,0.87,37,Mismatch,V,H,Plate,1,2,2_37
1185,37,2,1.069,38,Mismatch,V,H,Plate,1,2,2_38
1186,38,2,1.537,39,Mismatch,V,H,Plate,1,2,2_39
1187,39,2,2.537,40,Mismatch,V,H,Plate,1,2,2_40
1188,40,2,1.7,41,Mismatch,V,H,Plate,1,2,2_41
1189,0,2,0.634,1,Mismatch,H,V,Screw,1,2,2_1
1190,1,2,0.658,2,Mismatch,H,V,Screw,1,2,2_2
1191,2,2,0.799,3,Mismatch,H,V,Screw,1,2,2_3
1192,3,2,3.431,4,Mismatch,H,V,Screw,1,2,2_4
1193,4,2,1.032,5,Mismatch,H,V,Screw,1,2,2_5
1194,5,2,2.152,6,Mismatch,H,V,Screw,1,2,2_6
1195,6,2,0.624,7,Mismatch,H,V,Screw,1,2,2_7
1196,7,2,0.827,8,Mismatch,H,V,Screw,1,2,2_8
1197,8,2,0.494,9,Mismatch,H,V,Screw,1,2,2_9
1198,9,2,0.919,10,Mismatch,H,V,Screw,1,2,2_10
1199,10,2,0.722,11,Mismatch,H,V,Screw,1,2,2_11
1200,11,2,0.484,12,Mismatch,H,V,Screw,1,2,2_12
1201,12,2,1.766,13,Mismatch,H,V,Screw,1,2,2_13
1202,13,2,1.307,14,Mismatch,H,V,Screw,1,2,2_14
1203,14,2,0.633,15,Mismatch,H,V,Screw,1,2,2_15
1204,15,2,0.615,16,Mismatch,H,V,Screw,1,2,2_16
1205,16,2,1.347,17,Mismatch,H,V,Screw,1,2,2_17
1206,17,2,0.461,18,Mismatch,H,V,Screw,1,2,2_18
1207,18,2,0.829,19,Mismatch,H,V,Screw,1,2,2_19
1208,19,2,0.395,20,Mismatch,H,V,Screw,1,2,2_20
1209,20,2,1.32,21,Mismatch,H,V,Screw,1,2,2_21
1210,21,2,2.564,22,Mismatch,H,V,Screw,1,2,2_22
1211,22,2,1.204,23,Mismatch,H,V,Screw,1,2,2_23
1212,23,2,0.989,24,Mismatch,H,V,Screw,1,2,2_24
1213,24,2,1.128,25,Mismatch,H,V,Screw,1,2,2_25
1214,25,2,1.56,26,Mismatch,H,V,Screw,1,2,2_26
1215,26,2,0.662,27,Mismatch,H,V,Screw,1,2,2_27
1216,27,2,0.583,28,Mismatch,H,V,Screw,1,2,2_28
1217,28,2,1.296,29,Mismatch,H,V,Screw,1,2,2_29
1218,29,2,0.691,30,Mismatch,H,V,Screw,1,2,2_30
1219,30,2,0.459,31,Mismatch,H,V,Screw,1,2,2_31
1220,31,2,1.007,32,Mismatch,H,V,Screw,1,2,2_32
1221,32,2,1.07,33,Mismatch,H,V,Screw,1,2,2_33
1222,33,2,0.983,34,Mismatch,H,V,Screw,1,2,2_34
1223,34,2,0.914,35,Mismatch,H,V,Screw,1,2,2_35
1224,35,2,0.839,36,Mismatch,H,V,Screw,1,2,2_36
1225,36,2,0.933,37,Mismatch,H,V,Screw,1,2,2_37
1226,37,2,0.56,38,Mismatch,H,V,Screw,1,2,2_38
1227,38,2,1.17,39,Mismatch,H,V,Screw,1,2,2_39
1228,39,2,0.589,40,Mismatch,H,V,Screw,1,2,2_40
1229,40,2,1.3,41,Mismatch,H,V,Screw,1,2,2_41
1230,0,2,0.917,1,Mismatch,V,H,Bat,1,2,2_1
1231,1,2,0.631,2,Mismatch,V,H,Bat,1,2,2_2
1232,2,2,0.781,3,Mismatch,V,H,Bat,1,2,2_3
1233,3,2,1.421,4,Mismatch,V,H,Bat,1,2,2_4
1234,4,2,0.853,5,Mismatch,V,H,Bat,1,2,2_5
1235,5,2,1.179,6,Mismatch,V,H,Bat,1,2,2_6
1236,6,2,0.765,7,Mismatch,V,H,Bat,1,2,2_7
1237,7,2,1.092,8,Mismatch,V,H,Bat,1,2,2_8
1238,8,2,0.711,9,Mismatch,V,H,Bat,1,2,2_9
1239,9,2,1.046,10,Mismatch,V,H,Bat,1,2,2_10
1240,10,2,0.611,11,Mismatch,V,H,Bat,1,2,2_11
1241,11,2,0.546,12,Mismatch,V,H,Bat,1,2,2_12
1242,12,2,0.527,13,Mismatch,V,H,Bat,1,2,2_13
