,index,response,rt,ppt_idx,accuracy,match,media_condition,sent_condition,item,object,list,ppt_id
1512,7,2,1.398,8,1,match,a,a,56,eagle,2,2_8
1513,8,2,1.357,9,1,match,a,a,56,eagle,2,2_9
1514,9,2,0.273,10,1,match,a,a,56,eagle,2,2_10
1515,10,2,2.268,11,1,match,a,a,56,eagle,2,2_11
1516,11,2,1.02,12,1,match,a,a,56,eagle,2,2_12
1517,12,2,1.842,13,1,match,a,a,56,eagle,2,2_13
1518,13,2,0.477,14,1,match,a,a,56,eagle,2,2_14
1519,14,2,0.694,15,1,match,a,a,56,eagle,2,2_15
1520,15,2,1.126,16,1,match,a,a,56,eagle,2,2_16
1521,16,2,0.723,17,1,match,a,a,56,eagle,2,2_17
1522,17,2,0.874,18,1,match,a,a,56,eagle,2,2_18
1523,18,2,1.881,19,1,match,a,a,56,eagle,2,2_19
1524,19,2,0.616,20,1,match,a,a,56,eagle,2,2_20
1525,20,2,0.675,21,1,match,a,a,56,eagle,2,2_21
1526,21,2,0.604,22,1,match,a,a,56,eagle,2,2_22
1527,22,2,0.634,23,1,match,a,a,56,eagle,2,2_23
1528,23,2,0.755,24,1,match,a,a,56,eagle,2,2_24
1529,24,2,0.437,25,1,match,a,a,56,eagle,2,2_25
1530,25,2,1.113,26,1,match,a,a,56,eagle,2,2_26
1531,26,2,1.323,27,1,match,a,a,56,eagle,2,2_27
1532,27,2,1.228,28,1,match,a,a,56,eagle,2,2_28
1533,28,2,0.991,29,1,match,a,a,56,eagle,2,2_29
1534,29,2,0.459,30,1,match,a,a,56,eagle,2,2_30
1535,30,2,1.058,31,1,match,a,a,56,eagle,2,2_31
1536,31,2,0.943,32,1,match,a,a,56,eagle,2,2_32
1537,32,2,0.618,33,1,match,a,a,56,eagle,2,2_33
1538,33,2,0.541,34,1,match,a,a,56,eagle,2,2_34
1539,34,2,0.787,35,1,match,a,a,56,eagle,2,2_35
1540,35,2,1.057,36,1,match,a,a,56,eagle,2,2_36
1541,36,2,0.625,37,1,match,a,a,56,eagle,2,2_37
1542,37,2,1.183,38,1,match,a,a,56,eagle,2,2_38
1543,38,2,2.091,39,1,match,a,a,56,eagle,2,2_39
1544,39,2,0.517,40,1,match,a,a,56,eagle,2,2_40
1545,40,2,1.536,41,1,match,a,a,56,eagle,2,2_41
1546,41,2,2.626,42,1,match,a,a,56,eagle,2,2_42
1547,42,2,0.674,43,1,match,a,a,56,eagle,2,2_43
1548,0,2,0.658,1,1,match,b,b,41,egg,2,2_1
1549,1,2,1.113,2,1,match,b,b,41,egg,2,2_2
1550,2,2,0.625,3,1,match,b,b,41,egg,2,2_3
1551,3,2,0.973,4,1,match,b,b,41,egg,2,2_4
1552,4,2,1.527,5,1,match,b,b,41,egg,2,2_5
1553,5,2,0.54,6,1,match,b,b,41,egg,2,2_6
1554,6,2,0.582,7,1,match,b,b,41,egg,2,2_7
1555,7,2,1.333,8,1,match,b,b,41,egg,2,2_8
1556,8,2,0.499,9,1,match,b,b,41,egg,2,2_9
1557,9,2,0.645,10,1,match,b,b,41,egg,2,2_10
1558,10,2,0.996,11,1,match,b,b,41,egg,2,2_11
1559,11,2,1.758,12,1,match,b,b,41,egg,2,2_12
1560,12,2,1.104,13,1,match,b,b,41,egg,2,2_13
1561,13,2,0.646,14,1,match,b,b,41,egg,2,2_14
1562,14,2,0.87,15,1,match,b,b,41,egg,2,2_15
1563,15,2,0.958,16,1,match,b,b,41,egg,2,2_16
1564,16,2,0.919,17,1,match,b,b,41,egg,2,2_17
1565,17,2,1.873,18,1,match,b,b,41,egg,2,2_18
1566,18,2,0.634,19,1,match,b,b,41,egg,2,2_19
1567,19,2,0.479,20,1,match,b,b,41,egg,2,2_20
1568,20,2,0.815,21,1,match,b,b,41,egg,2,2_21
1569,21,2,0.688,22,1,match,b,b,41,egg,2,2_22
1570,22,2,0.922,23,1,match,b,b,41,egg,2,2_23
1571,23,2,0.85,24,1,match,b,b,41,egg,2,2_24
1572,24,2,0.516,25,1,match,b,b,41,egg,2,2_25
1573,25,2,1.818,26,1,match,b,b,41,egg,2,2_26
1574,26,2,0.796,27,1,match,b,b,41,egg,2,2_27
1575,27,2,1.561,28,1,match,b,b,41,egg,2,2_28
1576,28,2,1.147,29,1,match,b,b,41,egg,2,2_29
1577,29,2,0.856,30,1,match,b,b,41,egg,2,2_30
1578,30,2,0.632,31,1,match,b,b,41,egg,2,2_31
1579,31,2,1.166,32,1,match,b,b,41,egg,2,2_32
1580,32,2,0.933,33,1,match,b,b,41,egg,2,2_33
1581,33,2,0.78,34,1,match,b,b,41,egg,2,2_34
1582,34,2,1.034,35,1,match,b,b,41,egg,2,2_35
1583,35,2,1.407,36,1,match,b,b,41,egg,2,2_36
1584,36,2,0.593,37,1,match,b,b,41,egg,2,2_37
1585,37,2,0.739,38,1,match,b,b,41,egg,2,2_38
1586,38,2,0.678,39,1,match,b,b,41,egg,2,2_39
1587,39,2,0.582,40,1,match,b,b,41,egg,2,2_40
1588,40,2,0.97,41,1,match,b,b,41,egg,2,2_41
1589,41,2,1.154,42,1,match,b,b,41,egg,2,2_42
1590,42,2,0.845,43,1,match,b,b,41,egg,2,2_43
1591,0,2,0.676,1,1,match,b,b,55,corn,2,2_1
1592,1,2,0.964,2,1,match,b,b,55,corn,2,2_2
1593,2,2,0.843,3,1,match,b,b,55,corn,2,2_3
1594,3,2,0.57,4,1,match,b,b,55,corn,2,2_4
1595,4,2,1.3,5,1,match,b,b,55,corn,2,2_5
1596,5,2,0.501,6,1,match,b,b,55,corn,2,2_6
1597,6,2,0.401,7,1,match,b,b,55,corn,2,2_7
1598,7,2,1.591,8,1,match,b,b,55,corn,2,2_8
1599,8,2,0.562,9,1,match,b,b,55,corn,2,2_9
1600,9,2,0.636,10,1,match,b,b,55,corn,2,2_10
1601,10,2,0.947,11,1,match,b,b,55,corn,2,2_11
1602,11,2,1.304,12,1,match,b,b,55,corn,2,2_12
1603,12,2,0.911,13,1,match,b,b,55,corn,2,2_13
1604,13,2,0.508,14,1,match,b,b,55,corn,2,2_14
1605,14,2,2.859,15,1,match,b,b,55,corn,2,2_15
1606,15,2,0.982,16,1,match,b,b,55,corn,2,2_16
1607,16,2,0.603,17,1,match,b,b,55,corn,2,2_17
1608,17,2,1.163,18,1,match,b,b,55,corn,2,2_18
1609,18,2,0.555,19,1,match,b,b,55,corn,2,2_19
1610,19,2,0.44,20,1,match,b,b,55,corn,2,2_20
1611,20,2,1.647,21,1,match,b,b,55,corn,2,2_21
1612,21,2,0.856,22,1,match,b,b,55,corn,2,2_22
1613,22,2,0.659,23,1,match,b,b,55,corn,2,2_23
1614,23,2,0.766,24,1,match,b,b,55,corn,2,2_24
1615,24,2,1.141,25,1,match,b,b,55,corn,2,2_25
1616,25,2,0.939,26,1,match,b,b,55,corn,2,2_26
1617,26,2,0.663,27,1,match,b,b,55,corn,2,2_27
1618,27,2,2.176,28,1,match,b,b,55,corn,2,2_28
1619,28,2,0.905,29,1,match,b,b,55,corn,2,2_29
1620,29,2,0.374,30,1,match,b,b,55,corn,2,2_30
1621,30,2,0.592,31,1,match,b,b,55,corn,2,2_31
1622,31,2,0.535,32,1,match,b,b,55,corn,2,2_32
1623,32,2,3.171,33,1,match,b,b,55,corn,2,2_33
1624,33,2,0.541,34,1,match,b,b,55,corn,2,2_34
1625,34,2,0.795,35,1,match,b,b,55,corn,2,2_35
1626,35,2,1.098,36,1,match,b,b,55,corn,2,2_36
1627,36,2,1.266,37,1,match,b,b,55,corn,2,2_37
1628,37,2,0.792,38,1,match,b,b,55,corn,2,2_38
1629,38,2,0.678,39,1,match,b,b,55,corn,2,2_39
1630,39,2,0.517,40,1,match,b,b,55,corn,2,2_40
1631,40,2,1.202,41,1,match,b,b,55,corn,2,2_41
1632,41,2,1.568,42,1,match,b,b,55,corn,2,2_42
1633,42,2,0.512,43,1,match,b,b,55,corn,2,2_43
1634,0,2,1.298,1,1,mismatch,a,b,45,sailboat,2,2_1
1635,1,2,1.801,2,1,mismatch,a,b,45,sailboat,2,2_2
1636,2,2,0.796,3,1,mismatch,a,b,45,sailboat,2,2_3
1637,3,2,0.895,4,1,mismatch,a,b,45,sailboat,2,2_4
1638,4,2,0.962,5,1,mismatch,a,b,45,sailboat,2,2_5
1639,5,2,0.457,6,1,mismatch,a,b,45,sailboat,2,2_6
1640,6,2,1.676,7,1,mismatch,a,b,45,sailboat,2,2_7
1641,7,2,1.449,8,1,mismatch,a,b,45,sailboat,2,2_8
1642,8,2,0.765,9,1,mismatch,a,b,45,sailboat,2,2_9
1643,9,2,1.424,10,1,mismatch,a,b,45,sailboat,2,2_10
1644,10,2,1.738,11,1,mismatch,a,b,45,sailboat,2,2_11
1645,11,2,0.911,12,1,mismatch,a,b,45,sailboat,2,2_12
1646,12,2,1.103,13,1,mismatch,a,b,45,sailboat,2,2_13
1647,13,2,0.894,14,1,mismatch,a,b,45,sailboat,2,2_14
1648,14,2,0.931,15,1,mismatch,a,b,45,sailboat,2,2_15
1649,15,1, ,16,0,mismatch,a,b,45,sailboat,2,2_16
1650,16,2,1.959,17,1,mismatch,a,b,45,sailboat,2,2_17
1651,17,2,1.703,18,1,mismatch,a,b,45,sailboat,2,2_18
1652,18,2,0.625,19,1,mismatch,a,b,45,sailboat,2,2_19
1653,19,2,1.013,20,1,mismatch,a,b,45,sailboat,2,2_20
1654,20,2,0.922,21,1,mismatch,a,b,45,sailboat,2,2_21
1655,21,2,1.175,22,1,mismatch,a,b,45,sailboat,2,2_22
1656,22,2,0.993,23,1,mismatch,a,b,45,sailboat,2,2_23
1657,23,2,1.251,24,1,mismatch,a,b,45,sailboat,2,2_24
1658,24,2,0.813,25,1,mismatch,a,b,45,sailboat,2,2_25
1659,25,2,1.055,26,1,mismatch,a,b,45,sailboat,2,2_26
1660,26,1, ,27,0,mismatch,a,b,45,sailboat,2,2_27
1661,27,2,5.333,28,1,mismatch,a,b,45,sailboat,2,2_28
1662,28,2,1.069,29,1,mismatch,a,b,45,sailboat,2,2_29
1663,29,2,1.017,30,1,mismatch,a,b,45,sailboat,2,2_30
1664,30,2,1.56,31,1,mismatch,a,b,45,sailboat,2,2_31
1665,31,2,1.571,32,1,mismatch,a,b,45,sailboat,2,2_32
1666,32,1, ,33,0,mismatch,a,b,45,sailboat,2,2_33
1667,33,2,0.672,34,1,mismatch,a,b,45,sailboat,2,2_34
1668,34,2,2.162,35,1,mismatch,a,b,45,sailboat,2,2_35
1669,35,1, ,36,0,mismatch,a,b,45,sailboat,2,2_36
1670,36,2,1.375,37,1,mismatch,a,b,45,sailboat,2,2_37
1671,37,2,1.72,38,1,mismatch,a,b,45,sailboat,2,2_38
1672,38,2,0.51,39,1,mismatch,a,b,45,sailboat,2,2_39
1673,39,2,0.659,40,1,mismatch,a,b,45,sailboat,2,2_40
1674,40,2,1.745,41,1,mismatch,a,b,45,sailboat,2,2_41
1675,41,2,1.324,42,1,mismatch,a,b,45,sailboat,2,2_42
1676,42,2,0.57,43,1,mismatch,a,b,45,sailboat,2,2_43
1677,0,2,0.636,1,1,mismatch,a,b,58,shirt,2,2_1
1678,1,2,0.724,2,1,mismatch,a,b,58,shirt,2,2_2
1679,2,1, ,3,0,mismatch,a,b,58,shirt,2,2_3
1680,3,2,1.989,4,1,mismatch,a,b,58,shirt,2,2_4
1681,4,2,1.211,5,1,mismatch,a,b,58,shirt,2,2_5
1682,5,1, ,6,0,mismatch,a,b,58,shirt,2,2_6
1683,6,2,0.968,7,1,mismatch,a,b,58,shirt,2,2_7
1684,7,2,0.707,8,1,mismatch,a,b,58,shirt,2,2_8
1685,8,2,0.53,9,1,mismatch,a,b,58,shirt,2,2_9
1686,9,2,0.829,10,1,mismatch,a,b,58,shirt,2,2_10
1687,10,2,1.154,11,1,mismatch,a,b,58,shirt,2,2_11
1688,11,2,0.944,12,1,mismatch,a,b,58,shirt,2,2_12
1689,12,2,1.053,13,1,mismatch,a,b,58,shirt,2,2_13
1690,13,2,0.591,14,1,mismatch,a,b,58,shirt,2,2_14
1691,14,2,1.166,15,1,mismatch,a,b,58,shirt,2,2_15
1692,15,2,3.08,16,1,mismatch,a,b,58,shirt,2,2_16
1693,16,2,0.865,17,1,mismatch,a,b,58,shirt,2,2_17
1694,17,2,1.113,18,1,mismatch,a,b,58,shirt,2,2_18
1695,18,2,0.711,19,1,mismatch,a,b,58,shirt,2,2_19
1696,19,2,0.56,20,1,mismatch,a,b,58,shirt,2,2_20
1697,20,2,2.029,21,1,mismatch,a,b,58,shirt,2,2_21
1698,21,2,0.716,22,1,mismatch,a,b,58,shirt,2,2_22
1699,22,2,1.847,23,1,mismatch,a,b,58,shirt,2,2_23
1700,23,2,0.575,24,1,mismatch,a,b,58,shirt,2,2_24
1701,24,2,1.016,25,1,mismatch,a,b,58,shirt,2,2_25
1702,25,2,1.006,26,1,mismatch,a,b,58,shirt,2,2_26
1703,26,2,1.539,27,1,mismatch,a,b,58,shirt,2,2_27
1704,27,2,1.952,28,1,mismatch,a,b,58,shirt,2,2_28
1705,28,2,1.38,29,1,mismatch,a,b,58,shirt,2,2_29
1706,29,2,0.623,30,1,mismatch,a,b,58,shirt,2,2_30
1707,30,2,0.582,31,1,mismatch,a,b,58,shirt,2,2_31
1708,31,2,0.861,32,1,mismatch,a,b,58,shirt,2,2_32
1709,32,2,3.961,33,1,mismatch,a,b,58,shirt,2,2_33
1710,33,2,0.882,34,1,mismatch,a,b,58,shirt,2,2_34
1711,34,2,1.514,35,1,mismatch,a,b,58,shirt,2,2_35
1712,35,2,1.204,36,1,mismatch,a,b,58,shirt,2,2_36
1713,36,2,0.812,37,1,mismatch,a,b,58,shirt,2,2_37
1714,37,2,0.749,38,1,mismatch,a,b,58,shirt,2,2_38
1715,38,2,1.167,39,1,mismatch,a,b,58,shirt,2,2_39
1716,39,2,0.441,40,1,mismatch,a,b,58,shirt,2,2_40
1717,40,2,1.435,41,1,mismatch,a,b,58,shirt,2,2_41
1718,41,2,1.681,42,1,mismatch,a,b,58,shirt,2,2_42
1719,42,2,0.614,43,1,mismatch,a,b,58,shirt,2,2_43
1720,0,2,0.992,1,1,mismatch,a,b,60,tissue,2,2_1
1721,1,2,1.226,2,1,mismatch,a,b,60,tissue,2,2_2
1722,2,2,0.89,3,1,mismatch,a,b,60,tissue,2,2_3
1723,3,2,2.026,4,1,mismatch,a,b,60,tissue,2,2_4
1724,4,2,0.995,5,1,mismatch,a,b,60,tissue,2,2_5
1725,5,2,0.651,6,1,mismatch,a,b,60,tissue,2,2_6
1726,6,2,2.121,7,1,mismatch,a,b,60,tissue,2,2_7
1727,7,2,1.904,8,1,mismatch,a,b,60,tissue,2,2_8
1728,8,2,0.78,9,1,mismatch,a,b,60,tissue,2,2_9
1729,9,2,1.541,10,1,mismatch,a,b,60,tissue,2,2_10
1730,10,2,1.713,11,1,mismatch,a,b,60,tissue,2,2_11
1731,11,2,1.42,12,1,mismatch,a,b,60,tissue,2,2_12
1732,12,2,1.272,13,1,mismatch,a,b,60,tissue,2,2_13
1733,13,2,0.76,14,1,mismatch,a,b,60,tissue,2,2_14
1734,14,2,3.071,15,1,mismatch,a,b,60,tissue,2,2_15
1735,15,2,2.445,16,1,mismatch,a,b,60,tissue,2,2_16
1736,16,2,1.173,17,1,mismatch,a,b,60,tissue,2,2_17
1737,17,2,2.31,18,1,mismatch,a,b,60,tissue,2,2_18
1738,18,2,1,19,1,mismatch,a,b,60,tissue,2,2_19
1739,19,2,0.799,20,1,mismatch,a,b,60,tissue,2,2_20
1740,20,2,0.678,21,1,mismatch,a,b,60,tissue,2,2_21
1741,21,2,1.152,22,1,mismatch,a,b,60,tissue,2,2_22
1742,22,2,1.6,23,1,mismatch,a,b,60,tissue,2,2_23
1743,23,2,1.921,24,1,mismatch,a,b,60,tissue,2,2_24
1744,24,2,1.406,25,1,mismatch,a,b,60,tissue,2,2_25
1745,25,2,1.027,26,1,mismatch,a,b,60,tissue,2,2_26
1746,26,2,1.024,27,1,mismatch,a,b,60,tissue,2,2_27
1747,27,2,2.343,28,1,mismatch,a,b,60,tissue,2,2_28
1748,28,2,1.446,29,1,mismatch,a,b,60,tissue,2,2_29
1749,29,2,0.823,30,1,mismatch,a,b,60,tissue,2,2_30
1750,30,2,1.927,31,1,mismatch,a,b,60,tissue,2,2_31
1751,31,2,1.298,32,1,mismatch,a,b,60,tissue,2,2_32
1752,32,2,1.115,33,1,mismatch,a,b,60,tissue,2,2_33
1753,33,2,0.806,34,1,mismatch,a,b,60,tissue,2,2_34
1754,34,2,1.289,35,1,mismatch,a,b,60,tissue,2,2_35
1755,35,2,1.495,36,1,mismatch,a,b,60,tissue,2,2_36
1756,36,2,0.906,37,1,mismatch,a,b,60,tissue,2,2_37
1757,37,2,1.415,38,1,mismatch,a,b,60,tissue,2,2_38
1758,38,2,1.465,39,1,mismatch,a,b,60,tissue,2,2_39
1759,39,2,0.941,40,1,mismatch,a,b,60,tissue,2,2_40
1760,40,1, ,41,0,mismatch,a,b,60,tissue,2,2_41
1761,41,2,1.284,42,1,mismatch,a,b,60,tissue,2,2_42
1762,42,2,1.044,43,1,mismatch,a,b,60,tissue,2,2_43
1763,0,2,1.191,1,1,mismatch,b,a,46,tomato,2,2_1
1764,1,2,1.818,2,1,mismatch,b,a,46,tomato,2,2_2
1765,2,2,0.656,3,1,mismatch,b,a,46,tomato,2,2_3
1766,3,2,1.041,4,1,mismatch,b,a,46,tomato,2,2_4
1767,4,2,2.137,5,1,mismatch,b,a,46,tomato,2,2_5
1768,5,2,0.887,6,1,mismatch,b,a,46,tomato,2,2_6
1769,6,2,0.689,7,1,mismatch,b,a,46,tomato,2,2_7
1770,7,2,1.349,8,1,mismatch,b,a,46,tomato,2,2_8
1771,8,2,0.639,9,1,mismatch,b,a,46,tomato,2,2_9
1772,9,2,1.212,10,1,mismatch,b,a,46,tomato,2,2_10
1773,10,1, ,11,0,mismatch,b,a,46,tomato,2,2_11
1774,11,2,0.735,12,1,mismatch,b,a,46,tomato,2,2_12
1775,12,2,1.792,13,1,mismatch,b,a,46,tomato,2,2_13
1776,13,2,0.818,14,1,mismatch,b,a,46,tomato,2,2_14
1777,14,2,1.061,15,1,mismatch,b,a,46,tomato,2,2_15
1778,15,2,1.07,16,1,mismatch,b,a,46,tomato,2,2_16
1779,16,2,2.21,17,1,mismatch,b,a,46,tomato,2,2_17
1780,17,2,0.673,18,1,mismatch,b,a,46,tomato,2,2_18
1781,18,2,0.647,19,1,mismatch,b,a,46,tomato,2,2_19
1782,19,2,0.481,20,1,mismatch,b,a,46,tomato,2,2_20
1783,20,2,1.087,21,1,mismatch,b,a,46,tomato,2,2_21
1784,21,2,0.718,22,1,mismatch,b,a,46,tomato,2,2_22
1785,22,2,0.807,23,1,mismatch,b,a,46,tomato,2,2_23
1786,23,2,0.831,24,1,mismatch,b,a,46,tomato,2,2_24
1787,24,2,0.563,25,1,mismatch,b,a,46,tomato,2,2_25
1788,25,2,0.888,26,1,mismatch,b,a,46,tomato,2,2_26
1789,26,2,0.662,27,1,mismatch,b,a,46,tomato,2,2_27
1790,27,2,2.515,28,1,mismatch,b,a,46,tomato,2,2_28
1791,28,2,0.788,29,1,mismatch,b,a,46,tomato,2,2_29
1792,29,2,0.51,30,1,mismatch,b,a,46,tomato,2,2_30
1793,30,2,1.667,31,1,mismatch,b,a,46,tomato,2,2_31
1794,31,2,1.078,32,1,mismatch,b,a,46,tomato,2,2_32
1795,32,2,0.567,33,1,mismatch,b,a,46,tomato,2,2_33
1796,33,2,1.006,34,1,mismatch,b,a,46,tomato,2,2_34
1797,34,2,1.095,35,1,mismatch,b,a,46,tomato,2,2_35
1798,35,2,1.139,36,1,mismatch,b,a,46,tomato,2,2_36
1799,36,2,0.797,37,1,mismatch,b,a,46,tomato,2,2_37
1800,37,2,0.841,38,1,mismatch,b,a,46,tomato,2,2_38
1801,38,2,0.633,39,1,mismatch,b,a,46,tomato,2,2_39
1802,39,2,0.591,40,1,mismatch,b,a,46,tomato,2,2_40
1803,40,2,2.703,41,1,mismatch,b,a,46,tomato,2,2_41
1804,41,2,1.314,42,1,mismatch,b,a,46,tomato,2,2_42
1805,42,2,0.403,43,1,mismatch,b,a,46,tomato,2,2_43
1806,0,2,0.59,1,1,mismatch,b,a,51,towel,2,2_1
1807,1,2,0.757,2,1,mismatch,b,a,51,towel,2,2_2
1808,2,2,0.812,3,1,mismatch,b,a,51,towel,2,2_3
1809,3,2,0.834,4,1,mismatch,b,a,51,towel,2,2_4
1810,4,2,0.78,5,1,mismatch,b,a,51,towel,2,2_5
1811,5,2,0.839,6,1,mismatch,b,a,51,towel,2,2_6
1812,6,2,1.183,7,1,mismatch,b,a,51,towel,2,2_7
1813,7,2,1.062,8,1,mismatch,b,a,51,towel,2,2_8
1814,8,2,0.702,9,1,mismatch,b,a,51,towel,2,2_9
1815,9,2,0.628,10,1,mismatch,b,a,51,towel,2,2_10
1816,10,2,2.037,11,1,mismatch,b,a,51,towel,2,2_11
1817,11,2,0.73,12,1,mismatch,b,a,51,towel,2,2_12
1818,12,2,1.219,13,1,mismatch,b,a,51,towel,2,2_13
1819,13,2,0.718,14,1,mismatch,b,a,51,towel,2,2_14
1820,14,2,0.903,15,1,mismatch,b,a,51,towel,2,2_15
1821,15,2,1.023,16,1,mismatch,b,a,51,towel,2,2_16
1822,16,2,0.899,17,1,mismatch,b,a,51,towel,2,2_17
1823,17,2,0.831,18,1,mismatch,b,a,51,towel,2,2_18
1824,18,2,0.655,19,1,mismatch,b,a,51,towel,2,2_19
1825,19,2,1.432,20,1,mismatch,b,a,51,towel,2,2_20
1826,20,2,0.628,21,1,mismatch,b,a,51,towel,2,2_21
1827,21,2,0.452,22,1,mismatch,b,a,51,towel,2,2_22
1828,22,2,0.748,23,1,mismatch,b,a,51,towel,2,2_23
1829,23,2,0.791,24,1,mismatch,b,a,51,towel,2,2_24
1830,24,2,0.813,25,1,mismatch,b,a,51,towel,2,2_25
1831,25,2,0.759,26,1,mismatch,b,a,51,towel,2,2_26
1832,26,2,1.243,27,1,mismatch,b,a,51,towel,2,2_27
1833,27,2,5.757,28,1,mismatch,b,a,51,towel,2,2_28
1834,28,2,1.226,29,1,mismatch,b,a,51,towel,2,2_29
1835,29,2,0.645,30,1,mismatch,b,a,51,towel,2,2_30
1836,30,2,3.617,31,1,mismatch,b,a,51,towel,2,2_31
1837,31,2,0.526,32,1,mismatch,b,a,51,towel,2,2_32
1838,32,2,0.664,33,1,mismatch,b,a,51,towel,2,2_33
1839,33,2,0.583,34,1,mismatch,b,a,51,towel,2,2_34
1840,34,2,1.833,35,1,mismatch,b,a,51,towel,2,2_35
1841,35,2,1.217,36,1,mismatch,b,a,51,towel,2,2_36
1842,36,2,0.578,37,1,mismatch,b,a,51,towel,2,2_37
1843,37,2,0.971,38,1,mismatch,b,a,51,towel,2,2_38
1844,38,2,1.66,39,1,mismatch,b,a,51,towel,2,2_39
1845,39,2,0.601,40,1,mismatch,b,a,51,towel,2,2_40
1846,40,2,1.107,41,1,mismatch,b,a,51,towel,2,2_41
1847,41,2,1.391,42,1,mismatch,b,a,51,towel,2,2_42
1848,42,2,0.668,43,1,mismatch,b,a,51,towel,2,2_43
1849,0,2,1.336,1,1,mismatch,b,a,52,watermelon,2,2_1
1850,1,2,0.709,2,1,mismatch,b,a,52,watermelon,2,2_2
1851,2,2,0.562,3,1,mismatch,b,a,52,watermelon,2,2_3
1852,3,2,0.716,4,1,mismatch,b,a,52,watermelon,2,2_4
1853,4,2,1.845,5,1,mismatch,b,a,52,watermelon,2,2_5
1854,5,2,0.738,6,1,mismatch,b,a,52,watermelon,2,2_6
1855,6,2,0.54,7,1,mismatch,b,a,52,watermelon,2,2_7
1856,7,2,1.868,8,1,mismatch,b,a,52,watermelon,2,2_8
1857,8,2,0.593,9,1,mismatch,b,a,52,watermelon,2,2_9
1858,9,2,0.719,10,1,mismatch,b,a,52,watermelon,2,2_10
1859,10,2,0.954,11,1,mismatch,b,a,52,watermelon,2,2_11
1860,11,2,1.057,12,1,mismatch,b,a,52,watermelon,2,2_12
1861,12,2,0.761,13,1,mismatch,b,a,52,watermelon,2,2_13
1862,13,2,0.616,14,1,mismatch,b,a,52,watermelon,2,2_14
1863,14,2,1.057,15,1,mismatch,b,a,52,watermelon,2,2_15
1864,15,2,0.668,16,1,mismatch,b,a,52,watermelon,2,2_16
1865,16,2,0.769,17,1,mismatch,b,a,52,watermelon,2,2_17
1866,17,2,0.771,18,1,mismatch,b,a,52,watermelon,2,2_18
1867,18,2,0.644,19,1,mismatch,b,a,52,watermelon,2,2_19
1868,19,2,0.602,20,1,mismatch,b,a,52,watermelon,2,2_20
1869,20,2,0.937,21,1,mismatch,b,a,52,watermelon,2,2_21
1870,21,2,0.84,22,1,mismatch,b,a,52,watermelon,2,2_22
1871,22,2,1.25,23,1,mismatch,b,a,52,watermelon,2,2_23
1872,23,2,0.614,24,1,mismatch,b,a,52,watermelon,2,2_24
1873,24,2,0.844,25,1,mismatch,b,a,52,watermelon,2,2_25
1874,25,2,0.823,26,1,mismatch,b,a,52,watermelon,2,2_26
1875,26,2,0.629,27,1,mismatch,b,a,52,watermelon,2,2_27
1876,27,2,2.022,28,1,mismatch,b,a,52,watermelon,2,2_28
1877,28,2,0.717,29,1,mismatch,b,a,52,watermelon,2,2_29
1878,29,2,0.509,30,1,mismatch,b,a,52,watermelon,2,2_30
1879,30,1, ,31,0,mismatch,b,a,52,watermelon,2,2_31
1880,31,2,1.225,32,1,mismatch,b,a,52,watermelon,2,2_32
1881,32,2,0.894,33,1,mismatch,b,a,52,watermelon,2,2_33
1882,33,2,0.565,34,1,mismatch,b,a,52,watermelon,2,2_34
1883,34,2,1.587,35,1,mismatch,b,a,52,watermelon,2,2_35
1884,35,2,1.204,36,1,mismatch,b,a,52,watermelon,2,2_36
1885,36,2,1.484,37,1,mismatch,b,a,52,watermelon,2,2_37
1886,37,2,0.64,38,1,mismatch,b,a,52,watermelon,2,2_38
1887,38,2,0.892,39,1,mismatch,b,a,52,watermelon,2,2_39
1888,39,2,0.57,40,1,mismatch,b,a,52,watermelon,2,2_40
1889,40,2,1.105,41,1,mismatch,b,a,52,watermelon,2,2_41
1890,41,2,0.969,42,1,mismatch,b,a,52,watermelon,2,2_42
1891,42,2,3.962,43,1,mismatch,b,a,52,watermelon,2,2_43
1892,0,2,0.797,1,1,mismatch,a,b,59,spaghetti,2,2_1
1893,1,2,1.205,2,1,mismatch,a,b,59,spaghetti,2,2_2
1894,2,2,0.609,3,1,mismatch,a,b,59,spaghetti,2,2_3
1895,3,2,0.906,4,1,mismatch,a,b,59,spaghetti,2,2_4
1896,4,2,1.492,5,1,mismatch,a,b,59,spaghetti,2,2_5
1897,5,2,1.264,6,1,mismatch,a,b,59,spaghetti,2,2_6
1898,6,2,0.649,7,1,mismatch,a,b,59,spaghetti,2,2_7
1899,7,2,1.635,8,1,mismatch,a,b,59,spaghetti,2,2_8
1900,8,2,0.764,9,1,mismatch,a,b,59,spaghetti,2,2_9
1901,9,2,0.693,10,1,mismatch,a,b,59,spaghetti,2,2_10
1902,10,2,0.876,11,1,mismatch,a,b,59,spaghetti,2,2_11
1903,11,2,1.952,12,1,mismatch,a,b,59,spaghetti,2,2_12
1904,12,1, ,13,0,mismatch,a,b,59,spaghetti,2,2_13
1905,13,2,0.82,14,1,mismatch,a,b,59,spaghetti,2,2_14
1906,14,1, ,15,0,mismatch,a,b,59,spaghetti,2,2_15
1907,15,2,1.086,16,1,mismatch,a,b,59,spaghetti,2,2_16
1908,16,2,1.641,17,1,mismatch,a,b,59,spaghetti,2,2_17
1909,17,2,0.885,18,1,mismatch,a,b,59,spaghetti,2,2_18
