,index,response,rt,ppt_idx,match,condition_a,object,accuracy,list,ppt_id
2557,5,2,2.05,6,Mismatch,sitting,hockey,1,3,3_6
2558,6,2,3.728,7,Mismatch,sitting,hockey,1,3,3_7
2559,7,2,1.069,8,Mismatch,sitting,hockey,1,3,3_8
2560,8,2,0.848,9,Mismatch,sitting,hockey,1,3,3_9
2561,9,2,1.082,10,Mismatch,sitting,hockey,1,3,3_10
2562,10,2,1.37,11,Mismatch,sitting,hockey,1,3,3_11
2563,11,2,1.223,12,Mismatch,sitting,hockey,1,3,3_12
2564,12,2,0.951,13,Mismatch,sitting,hockey,1,3,3_13
2565,13,2,0.56,14,Mismatch,sitting,hockey,1,3,3_14
2566,14,2,0.923,15,Mismatch,sitting,hockey,1,3,3_15
2567,15,2,0.632,16,Mismatch,sitting,hockey,1,3,3_16
2568,16,2,0.823,17,Mismatch,sitting,hockey,1,3,3_17
2569,17,2,0.845,18,Mismatch,sitting,hockey,1,3,3_18
2570,18,2,1.066,19,Mismatch,sitting,hockey,1,3,3_19
2571,19,2,0.782,20,Mismatch,sitting,hockey,1,3,3_20
2572,20,2,0.988,21,Mismatch,sitting,hockey,1,3,3_21
2573,21,2,1.328,22,Mismatch,sitting,hockey,1,3,3_22
2574,22,2,0.981,23,Mismatch,sitting,hockey,1,3,3_23
2575,23,2,1.195,24,Mismatch,sitting,hockey,1,3,3_24
2576,24,2,0.755,25,Mismatch,sitting,hockey,1,3,3_25
2577,25,2,0.816,26,Mismatch,sitting,hockey,1,3,3_26
2578,26,2,0.654,27,Mismatch,sitting,hockey,1,3,3_27
2579,27,2,1.326,28,Mismatch,sitting,hockey,1,3,3_28
2580,28,2,1.307,29,Mismatch,sitting,hockey,1,3,3_29
2581,29,2,1.281,30,Mismatch,sitting,hockey,1,3,3_30
2582,30,2,0.73,31,Mismatch,sitting,hockey,1,3,3_31
2583,31,2,2.013,32,Mismatch,sitting,hockey,1,3,3_32
2584,32,2,0.866,33,Mismatch,sitting,hockey,1,3,3_33
2585,33,2,0.649,34,Mismatch,sitting,hockey,1,3,3_34
2586,34,2,1.015,35,Mismatch,sitting,hockey,1,3,3_35
2587,35,2,0.943,36,Mismatch,sitting,hockey,1,3,3_36
2588,36,2,1.866,37,Mismatch,sitting,hockey,1,3,3_37
2589,37,2,0.61,38,Mismatch,sitting,hockey,1,3,3_38
2590,38,2,0.748,39,Mismatch,sitting,hockey,1,3,3_39
2591,39,2,0.59,40,Mismatch,sitting,hockey,1,3,3_40
2592,40,2,1.397,41,Mismatch,sitting,hockey,1,3,3_41
2593,41,2,1.983,42,Mismatch,sitting,hockey,1,3,3_42
2594,42,2,0.642,43,Mismatch,sitting,hockey,1,3,3_43
2595,43,2,0.634,44,Mismatch,sitting,hockey,1,3,3_44
2596,0,2,0.761,1,Mismatch,sitting,eagle,1,3,3_1
2597,1,2,0.7,2,Mismatch,sitting,eagle,1,3,3_2
2598,2,2,0.751,3,Mismatch,sitting,eagle,1,3,3_3
2599,3,2,1.009,4,Mismatch,sitting,eagle,1,3,3_4
2600,4,2,1.123,5,Mismatch,sitting,eagle,1,3,3_5
2601,5,2,1.437,6,Mismatch,sitting,eagle,1,3,3_6
2602,6,2,0.575,7,Mismatch,sitting,eagle,1,3,3_7
2603,7,1, ,8,Mismatch,sitting,eagle,0,3,3_8
2604,8,2,1.274,9,Mismatch,sitting,eagle,1,3,3_9
2605,9,2,0.911,10,Mismatch,sitting,eagle,1,3,3_10
2606,10,2,1.71,11,Mismatch,sitting,eagle,1,3,3_11
2607,11,2,1.483,12,Mismatch,sitting,eagle,1,3,3_12
2608,12,2,0.689,13,Mismatch,sitting,eagle,1,3,3_13
2609,13,2,0.905,14,Mismatch,sitting,eagle,1,3,3_14
2610,14,2,1.047,15,Mismatch,sitting,eagle,1,3,3_15
2611,15,2,0.84,16,Mismatch,sitting,eagle,1,3,3_16
2612,16,2,1.135,17,Mismatch,sitting,eagle,1,3,3_17
2613,17,2,1.242,18,Mismatch,sitting,eagle,1,3,3_18
2614,18,2,1.04,19,Mismatch,sitting,eagle,1,3,3_19
2615,19,2,0.558,20,Mismatch,sitting,eagle,1,3,3_20
2616,20,2,0.775,21,Mismatch,sitting,eagle,1,3,3_21
2617,21,2,2.093,22,Mismatch,sitting,eagle,1,3,3_22
2618,22,2,0.856,23,Mismatch,sitting,eagle,1,3,3_23
2619,23,2,1.149,24,Mismatch,sitting,eagle,1,3,3_24
2620,24,2,2.95,25,Mismatch,sitting,eagle,1,3,3_25
2621,25,2,0.603,26,Mismatch,sitting,eagle,1,3,3_26
2622,26,2,0.552,27,Mismatch,sitting,eagle,1,3,3_27
2623,27,2,2.028,28,Mismatch,sitting,eagle,1,3,3_28
2624,28,2,2.154,29,Mismatch,sitting,eagle,1,3,3_29
2625,29,2,0.99,30,Mismatch,sitting,eagle,1,3,3_30
2626,30,2,1.06,31,Mismatch,sitting,eagle,1,3,3_31
2627,31,2,1.167,32,Mismatch,sitting,eagle,1,3,3_32
2628,32,2,0.791,33,Mismatch,sitting,eagle,1,3,3_33
2629,33,2,0.762,34,Mismatch,sitting,eagle,1,3,3_34
2630,34,2,1.296,35,Mismatch,sitting,eagle,1,3,3_35
2631,35,2,0.944,36,Mismatch,sitting,eagle,1,3,3_36
2632,36,2,2.062,37,Mismatch,sitting,eagle,1,3,3_37
2633,37,2,0.909,38,Mismatch,sitting,eagle,1,3,3_38
2634,38,2,0.703,39,Mismatch,sitting,eagle,1,3,3_39
2635,39,2,0.611,40,Mismatch,sitting,eagle,1,3,3_40
2636,40,2,1.496,41,Mismatch,sitting,eagle,1,3,3_41
2637,41,2,0.425,42,Mismatch,sitting,eagle,1,3,3_42
2638,42,2,0.526,43,Mismatch,sitting,eagle,1,3,3_43
2639,43,2,0.554,44,Mismatch,sitting,eagle,1,3,3_44
2640,0,2,1.267,1,Mismatch,inpan,egg,1,3,3_1
2641,1,2,0.605,2,Mismatch,inpan,egg,1,3,3_2
2642,2,2,0.665,3,Mismatch,inpan,egg,1,3,3_3
2643,3,2,0.329,4,Mismatch,inpan,egg,1,3,3_4
2644,4,2,0.657,5,Mismatch,inpan,egg,1,3,3_5
2645,5,2,1.429,6,Mismatch,inpan,egg,1,3,3_6
2646,6,2,0.719,7,Mismatch,inpan,egg,1,3,3_7
2647,7,2,1.407,8,Mismatch,inpan,egg,1,3,3_8
2648,8,2,0.834,9,Mismatch,inpan,egg,1,3,3_9
2649,9,2,1.275,10,Mismatch,inpan,egg,1,3,3_10
2650,10,2,1.327,11,Mismatch,inpan,egg,1,3,3_11
2651,11,2,1.118,12,Mismatch,inpan,egg,1,3,3_12
2652,12,1, ,13,Mismatch,inpan,egg,0,3,3_13
2653,13,2,0.762,14,Mismatch,inpan,egg,1,3,3_14
2654,14,2,0.816,15,Mismatch,inpan,egg,1,3,3_15
2655,15,1, ,16,Mismatch,inpan,egg,0,3,3_16
2656,16,2,1.21,17,Mismatch,inpan,egg,1,3,3_17
2657,17,2,0.983,18,Mismatch,inpan,egg,1,3,3_18
2658,18,2,1.728,19,Mismatch,inpan,egg,1,3,3_19
2659,19,2,0.705,20,Mismatch,inpan,egg,1,3,3_20
2660,20,2,1.284,21,Mismatch,inpan,egg,1,3,3_21
2661,21,2,1.019,22,Mismatch,inpan,egg,1,3,3_22
2662,22,2,0.921,23,Mismatch,inpan,egg,1,3,3_23
2663,23,2,1.117,24,Mismatch,inpan,egg,1,3,3_24
2664,24,2,1.944,25,Mismatch,inpan,egg,1,3,3_25
2665,25,2,0.815,26,Mismatch,inpan,egg,1,3,3_26
2666,26,2,0.609,27,Mismatch,inpan,egg,1,3,3_27
2667,27,2,3.322,28,Mismatch,inpan,egg,1,3,3_28
2668,28,2,0.842,29,Mismatch,inpan,egg,1,3,3_29
2669,29,2,0.672,30,Mismatch,inpan,egg,1,3,3_30
2670,30,2,0.994,31,Mismatch,inpan,egg,1,3,3_31
2671,31,2,1.252,32,Mismatch,inpan,egg,1,3,3_32
2672,32,2,0.743,33,Mismatch,inpan,egg,1,3,3_33
2673,33,2,0.836,34,Mismatch,inpan,egg,1,3,3_34
2674,34,2,0.804,35,Mismatch,inpan,egg,1,3,3_35
2675,35,2,1.733,36,Mismatch,inpan,egg,1,3,3_36
2676,36,2,2.345,37,Mismatch,inpan,egg,1,3,3_37
2677,37,2,1.176,38,Mismatch,inpan,egg,1,3,3_38
2678,38,2,1.069,39,Mismatch,inpan,egg,1,3,3_39
2679,39,2,0.829,40,Mismatch,inpan,egg,1,3,3_40
2680,40,1, ,41,Mismatch,inpan,egg,0,3,3_41
2681,41,2,4.011,42,Mismatch,inpan,egg,1,3,3_42
2682,42,2,1.113,43,Mismatch,inpan,egg,1,3,3_43
2683,43,2,1.058,44,Mismatch,inpan,egg,1,3,3_44
2684,0,2,1.504,1,Mismatch,nohusk,corn,1,3,3_1
2685,1,2,1.256,2,Mismatch,nohusk,corn,1,3,3_2
2686,2,2,0.222,3,Mismatch,nohusk,corn,1,3,3_3
2687,3,2,0.871,4,Mismatch,nohusk,corn,1,3,3_4
2688,4,2,1.926,5,Mismatch,nohusk,corn,1,3,3_5
2689,5,2,2.858,6,Mismatch,nohusk,corn,1,3,3_6
2690,6,2,1.184,7,Mismatch,nohusk,corn,1,3,3_7
2691,7,2,0.48,8,Mismatch,nohusk,corn,1,3,3_8
2692,8,2,0.795,9,Mismatch,nohusk,corn,1,3,3_9
2693,9,2,0.701,10,Mismatch,nohusk,corn,1,3,3_10
2694,10,2,1.754,11,Mismatch,nohusk,corn,1,3,3_11
2695,11,2,1.279,12,Mismatch,nohusk,corn,1,3,3_12
2696,12,2,1.133,13,Mismatch,nohusk,corn,1,3,3_13
2697,13,2,0.622,14,Mismatch,nohusk,corn,1,3,3_14
2698,14,2,0.832,15,Mismatch,nohusk,corn,1,3,3_15
2699,15,2,0.597,16,Mismatch,nohusk,corn,1,3,3_16
2700,16,2,0.879,17,Mismatch,nohusk,corn,1,3,3_17
2701,17,2,0.555,18,Mismatch,nohusk,corn,1,3,3_18
2702,18,2,0.881,19,Mismatch,nohusk,corn,1,3,3_19
2703,19,2,0.624,20,Mismatch,nohusk,corn,1,3,3_20
2704,20,2,0.752,21,Mismatch,nohusk,corn,1,3,3_21
2705,21,2,2.002,22,Mismatch,nohusk,corn,1,3,3_22
2706,22,2,0.724,23,Mismatch,nohusk,corn,1,3,3_23
2707,23,2,0.933,24,Mismatch,nohusk,corn,1,3,3_24
2708,24,2,0.683,25,Mismatch,nohusk,corn,1,3,3_25
2709,25,2,1.218,26,Mismatch,nohusk,corn,1,3,3_26
2710,26,2,0.47,27,Mismatch,nohusk,corn,1,3,3_27
2711,27,2,3.495,28,Mismatch,nohusk,corn,1,3,3_28
2712,28,2,0.824,29,Mismatch,nohusk,corn,1,3,3_29
2713,29,2,1.352,30,Mismatch,nohusk,corn,1,3,3_30
2714,30,2,0.65,31,Mismatch,nohusk,corn,1,3,3_31
2715,31,2,0.576,32,Mismatch,nohusk,corn,1,3,3_32
2716,32,2,0.551,33,Mismatch,nohusk,corn,1,3,3_33
2717,33,2,0.972,34,Mismatch,nohusk,corn,1,3,3_34
2718,34,2,1.1,35,Mismatch,nohusk,corn,1,3,3_35
2719,35,2,1.287,36,Mismatch,nohusk,corn,1,3,3_36
2720,36,2,1.487,37,Mismatch,nohusk,corn,1,3,3_37
2721,37,2,0.466,38,Mismatch,nohusk,corn,1,3,3_38
2722,38,2,0.581,39,Mismatch,nohusk,corn,1,3,3_39
2723,39,2,0.294,40,Mismatch,nohusk,corn,1,3,3_40
2724,40,2,1.101,41,Mismatch,nohusk,corn,1,3,3_41
2725,41,2,1.169,42,Mismatch,nohusk,corn,1,3,3_42
2726,42,2,0.642,43,Mismatch,nohusk,corn,1,3,3_43
2727,43,2,1.11,44,Mismatch,nohusk,corn,1,3,3_44
2728,0,1, ,1,Match,nosails,sailboat,0,3,3_1
2729,1,2,0.9,2,Match,nosails,sailboat,1,3,3_2
2730,2,2,0.924,3,Match,nosails,sailboat,1,3,3_3
2731,3,2,1.727,4,Match,nosails,sailboat,1,3,3_4
2732,4,2,1.779,5,Match,nosails,sailboat,1,3,3_5
2733,5,2,12.172,6,Match,nosails,sailboat,1,3,3_6
2734,6,2,0.931,7,Match,nosails,sailboat,1,3,3_7
2735,7,2,1.161,8,Match,nosails,sailboat,1,3,3_8
2736,8,2,3.382,9,Match,nosails,sailboat,1,3,3_9
2737,9,2,1.164,10,Match,nosails,sailboat,1,3,3_10
2738,10,2,1.154,11,Match,nosails,sailboat,1,3,3_11
2739,11,2,0.672,12,Match,nosails,sailboat,1,3,3_12
2740,12,2,1.123,13,Match,nosails,sailboat,1,3,3_13
2741,13,2,0.89,14,Match,nosails,sailboat,1,3,3_14
2742,14,2,0.556,15,Match,nosails,sailboat,1,3,3_15
2743,15,2,2.013,16,Match,nosails,sailboat,1,3,3_16
2744,16,2,1.474,17,Match,nosails,sailboat,1,3,3_17
2745,17,2,1.838,18,Match,nosails,sailboat,1,3,3_18
2746,18,2,2.474,19,Match,nosails,sailboat,1,3,3_19
2747,19,2,0.768,20,Match,nosails,sailboat,1,3,3_20
2748,20,2,1.077,21,Match,nosails,sailboat,1,3,3_21
2749,21,2,1.386,22,Match,nosails,sailboat,1,3,3_22
2750,22,2,0.914,23,Match,nosails,sailboat,1,3,3_23
2751,23,2,3.558,24,Match,nosails,sailboat,1,3,3_24
2752,24,2,1.536,25,Match,nosails,sailboat,1,3,3_25
2753,25,2,1.016,26,Match,nosails,sailboat,1,3,3_26
2754,26,2,1.081,27,Match,nosails,sailboat,1,3,3_27
2755,27,2,2.169,28,Match,nosails,sailboat,1,3,3_28
2756,28,2,1.867,29,Match,nosails,sailboat,1,3,3_29
2757,29,2,0.896,30,Match,nosails,sailboat,1,3,3_30
2758,30,1, ,31,Match,nosails,sailboat,0,3,3_31
2759,31,2,1.18,32,Match,nosails,sailboat,1,3,3_32
2760,32,2,0.737,33,Match,nosails,sailboat,1,3,3_33
2761,33,2,0.708,34,Match,nosails,sailboat,1,3,3_34
2762,34,2,0.844,35,Match,nosails,sailboat,1,3,3_35
2763,35,2,1.022,36,Match,nosails,sailboat,1,3,3_36
2764,36,2,2.278,37,Match,nosails,sailboat,1,3,3_37
2765,37,2,0.842,38,Match,nosails,sailboat,1,3,3_38
2766,38,2,1.124,39,Match,nosails,sailboat,1,3,3_39
2767,39,2,1.797,40,Match,nosails,sailboat,1,3,3_40
2768,40,2,3.64,41,Match,nosails,sailboat,1,3,3_41
2769,41,2,5.232,42,Match,nosails,sailboat,1,3,3_42
2770,42,2,0.691,43,Match,nosails,sailboat,1,3,3_43
2771,43,2,1.154,44,Match,nosails,sailboat,1,3,3_44
2772,0,2,1.069,1,Match,hanging,shirt,1,3,3_1
2773,1,2,0.576,2,Match,hanging,shirt,1,3,3_2
2774,2,2,1.541,3,Match,hanging,shirt,1,3,3_3
2775,3,2,1.908,4,Match,hanging,shirt,1,3,3_4
2776,4,2,1.535,5,Match,hanging,shirt,1,3,3_5
2777,5,2,1.593,6,Match,hanging,shirt,1,3,3_6
2778,6,2,1.831,7,Match,hanging,shirt,1,3,3_7
2779,7,2,2.424,8,Match,hanging,shirt,1,3,3_8
2780,8,2,0.887,9,Match,hanging,shirt,1,3,3_9
2781,9,2,3.253,10,Match,hanging,shirt,1,3,3_10
2782,10,2,1.154,11,Match,hanging,shirt,1,3,3_11
2783,11,2,2.077,12,Match,hanging,shirt,1,3,3_12
2784,12,2,0.719,13,Match,hanging,shirt,1,3,3_13
2785,13,2,0.601,14,Match,hanging,shirt,1,3,3_14
2786,14,2,0.866,15,Match,hanging,shirt,1,3,3_15
2787,15,2,0.792,16,Match,hanging,shirt,1,3,3_16
2788,16,2,1.147,17,Match,hanging,shirt,1,3,3_17
2789,17,2,0.719,18,Match,hanging,shirt,1,3,3_18
2790,18,2,1.051,19,Match,hanging,shirt,1,3,3_19
2791,19,2,0.458,20,Match,hanging,shirt,1,3,3_20
2792,20,2,1.122,21,Match,hanging,shirt,1,3,3_21
2793,21,1, ,22,Match,hanging,shirt,0,3,3_22
2794,22,2,0.933,23,Match,hanging,shirt,1,3,3_23
2795,23,2,1.219,24,Match,hanging,shirt,1,3,3_24
2796,24,2,0.558,25,Match,hanging,shirt,1,3,3_25
2797,25,2,0.638,26,Match,hanging,shirt,1,3,3_26
2798,26,2,0.506,27,Match,hanging,shirt,1,3,3_27
2799,27,2,2.043,28,Match,hanging,shirt,1,3,3_28
2800,28,2,0.952,29,Match,hanging,shirt,1,3,3_29
2801,29,2,0.646,30,Match,hanging,shirt,1,3,3_30
2802,30,2,1.005,31,Match,hanging,shirt,1,3,3_31
2803,31,2,0.746,32,Match,hanging,shirt,1,3,3_32
2804,32,2,1.082,33,Match,hanging,shirt,1,3,3_33
2805,33,2,0.632,34,Match,hanging,shirt,1,3,3_34
2806,34,2,4.022,35,Match,hanging,shirt,1,3,3_35
2807,35,2,1.339,36,Match,hanging,shirt,1,3,3_36
2808,36,2,6.232,37,Match,hanging,shirt,1,3,3_37
2809,37,2,0.593,38,Match,hanging,shirt,1,3,3_38
2810,38,2,0.835,39,Match,hanging,shirt,1,3,3_39
2811,39,2,0.474,40,Match,hanging,shirt,1,3,3_40
2812,40,2,1.252,41,Match,hanging,shirt,1,3,3_41
2813,41,2,1.473,42,Match,hanging,shirt,1,3,3_42
2814,42,2,0.888,43,Match,hanging,shirt,1,3,3_43
2815,43,2,0.571,44,Match,hanging,shirt,1,3,3_44
2816,0,2,1.285,1,Match,box,tissue,1,3,3_1
2817,1,2,0.645,2,Match,box,tissue,1,3,3_2
2818,2,2,0.991,3,Match,box,tissue,1,3,3_3
2819,3,2,1.7,4,Match,box,tissue,1,3,3_4
2820,4,2,1.856,5,Match,box,tissue,1,3,3_5
2821,5,1, ,6,Match,box,tissue,0,3,3_6
2822,6,2,1.042,7,Match,box,tissue,1,3,3_7
2823,7,1, ,8,Match,box,tissue,0,3,3_8
2824,8,2,1.254,9,Match,box,tissue,1,3,3_9
2825,9,2,1.317,10,Match,box,tissue,1,3,3_10
2826,10,1, ,11,Match,box,tissue,0,3,3_11
2827,11,2,0.949,12,Match,box,tissue,1,3,3_12
2828,12,2,1.762,13,Match,box,tissue,1,3,3_13
2829,13,2,3.232,14,Match,box,tissue,1,3,3_14
2830,14,2,1.198,15,Match,box,tissue,1,3,3_15
2831,15,2,1.833,16,Match,box,tissue,1,3,3_16
2832,16,2,1.685,17,Match,box,tissue,1,3,3_17
2833,17,2,0.879,18,Match,box,tissue,1,3,3_18
2834,18,2,1.521,19,Match,box,tissue,1,3,3_19
2835,19,1, ,20,Match,box,tissue,0,3,3_20
2836,20,2,1.423,21,Match,box,tissue,1,3,3_21
2837,21,2,1.215,22,Match,box,tissue,1,3,3_22
2838,22,2,1.159,23,Match,box,tissue,1,3,3_23
2839,23,2,1.068,24,Match,box,tissue,1,3,3_24
2840,24,2,0.88,25,Match,box,tissue,1,3,3_25
2841,25,2,0.774,26,Match,box,tissue,1,3,3_26
2842,26,2,0.729,27,Match,box,tissue,1,3,3_27
2843,27,1, ,28,Match,box,tissue,0,3,3_28
2844,28,2,1.183,29,Match,box,tissue,1,3,3_29
2845,29,2,0.822,30,Match,box,tissue,1,3,3_30
2846,30,2,0.958,31,Match,box,tissue,1,3,3_31
2847,31,2,1.374,32,Match,box,tissue,1,3,3_32
2848,32,2,0.625,33,Match,box,tissue,1,3,3_33
2849,33,2,1.059,34,Match,box,tissue,1,3,3_34
2850,34,2,1.151,35,Match,box,tissue,1,3,3_35
2851,35,2,1.872,36,Match,box,tissue,1,3,3_36
2852,36,2,0.754,37,Match,box,tissue,1,3,3_37
2853,37,2,0.958,38,Match,box,tissue,1,3,3_38
2854,38,2,0.943,39,Match,box,tissue,1,3,3_39
2855,39,2,0.779,40,Match,box,tissue,1,3,3_40
2856,40,2,2.602,41,Match,box,tissue,1,3,3_41
2857,41,2,0.825,42,Match,box,tissue,1,3,3_42
2858,42,2,0.911,43,Match,box,tissue,1,3,3_43
2859,43,2,1.478,44,Match,box,tissue,1,3,3_44
2860,0,2,1.257,1,Match,slice,tomato,1,3,3_1
2861,1,2,0.715,2,Match,slice,tomato,1,3,3_2
2862,2,2,0.937,3,Match,slice,tomato,1,3,3_3
2863,3,2,1.19,4,Match,slice,tomato,1,3,3_4
2864,4,2,0.558,5,Match,slice,tomato,1,3,3_5
2865,5,2,10.872,6,Match,slice,tomato,1,3,3_6
2866,6,2,0.58,7,Match,slice,tomato,1,3,3_7
2867,7,2,1.572,8,Match,slice,tomato,1,3,3_8
2868,8,2,1.486,9,Match,slice,tomato,1,3,3_9
2869,9,2,1.083,10,Match,slice,tomato,1,3,3_10
2870,10,2,0.999,11,Match,slice,tomato,1,3,3_11
2871,11,2,2.458,12,Match,slice,tomato,1,3,3_12
2872,12,2,1.162,13,Match,slice,tomato,1,3,3_13
2873,13,2,0.926,14,Match,slice,tomato,1,3,3_14
2874,14,2,0.685,15,Match,slice,tomato,1,3,3_15
2875,15,2,1.265,16,Match,slice,tomato,1,3,3_16
2876,16,2,1.629,17,Match,slice,tomato,1,3,3_17
2877,17,2,2.101,18,Match,slice,tomato,1,3,3_18
2878,18,2,1.728,19,Match,slice,tomato,1,3,3_19
2879,19,2,0.825,20,Match,slice,tomato,1,3,3_20
2880,20,2,0.542,21,Match,slice,tomato,1,3,3_21
2881,21,2,0.996,22,Match,slice,tomato,1,3,3_22
2882,22,2,1.06,23,Match,slice,tomato,1,3,3_23
2883,23,2,0.917,24,Match,slice,tomato,1,3,3_24
2884,24,2,0.809,25,Match,slice,tomato,1,3,3_25
2885,25,2,0.655,26,Match,slice,tomato,1,3,3_26
2886,26,2,0.808,27,Match,slice,tomato,1,3,3_27
2887,27,2,2.886,28,Match,slice,tomato,1,3,3_28
2888,28,2,0.95,29,Match,slice,tomato,1,3,3_29
2889,29,2,0.89,30,Match,slice,tomato,1,3,3_30
2890,30,2,0.722,31,Match,slice,tomato,1,3,3_31
2891,31,2,1.319,32,Match,slice,tomato,1,3,3_32
2892,32,2,0.759,33,Match,slice,tomato,1,3,3_33
2893,33,2,0.855,34,Match,slice,tomato,1,3,3_34
2894,34,2,1.367,35,Match,slice,tomato,1,3,3_35
2895,35,2,0.708,36,Match,slice,tomato,1,3,3_36
2896,36,2,1.459,37,Match,slice,tomato,1,3,3_37
2897,37,2,0.797,38,Match,slice,tomato,1,3,3_38
2898,38,2,0.762,39,Match,slice,tomato,1,3,3_39
2899,39,2,1.202,40,Match,slice,tomato,1,3,3_40
2900,40,2,1.091,41,Match,slice,tomato,1,3,3_41
2901,41,2,1.445,42,Match,slice,tomato,1,3,3_42
2902,42,2,0.652,43,Match,slice,tomato,1,3,3_43
2903,43,2,1.024,44,Match,slice,tomato,1,3,3_44
2904,0,2,1.08,1,Match,hanging,towel,1,3,3_1
2905,1,2,0.771,2,Match,hanging,towel,1,3,3_2
2906,2,2,1.449,3,Match,hanging,towel,1,3,3_3
2907,3,2,1.029,4,Match,hanging,towel,1,3,3_4
2908,4,2,1.48,5,Match,hanging,towel,1,3,3_5
2909,5,2,3.692,6,Match,hanging,towel,1,3,3_6
2910,6,2,5.523,7,Match,hanging,towel,1,3,3_7
2911,7,2,2.766,8,Match,hanging,towel,1,3,3_8
2912,8,2,0.991,9,Match,hanging,towel,1,3,3_9
2913,9,2,1.16,10,Match,hanging,towel,1,3,3_10
2914,10,2,1.241,11,Match,hanging,towel,1,3,3_11
2915,11,2,1.02,12,Match,hanging,towel,1,3,3_12
2916,12,2,0.588,13,Match,hanging,towel,1,3,3_13
2917,13,2,1.06,14,Match,hanging,towel,1,3,3_14
2918,14,2,0.533,15,Match,hanging,towel,1,3,3_15
2919,15,2,0.663,16,Match,hanging,towel,1,3,3_16
2920,16,2,1.205,17,Match,hanging,towel,1,3,3_17
2921,17,2,0.726,18,Match,hanging,towel,1,3,3_18
2922,18,2,0.726,19,Match,hanging,towel,1,3,3_19
2923,19,2,1.001,20,Match,hanging,towel,1,3,3_20
2924,20,2,0.816,21,Match,hanging,towel,1,3,3_21
2925,21,2,0.703,22,Match,hanging,towel,1,3,3_22
2926,22,2,0.848,23,Match,hanging,towel,1,3,3_23
2927,23,2,1.096,24,Match,hanging,towel,1,3,3_24
2928,24,2,1.045,25,Match,hanging,towel,1,3,3_25
2929,25,2,1.286,26,Match,hanging,towel,1,3,3_26
2930,26,2,0.594,27,Match,hanging,towel,1,3,3_27
2931,27,2,2.06,28,Match,hanging,towel,1,3,3_28
2932,28,2,0.784,29,Match,hanging,towel,1,3,3_29
2933,29,2,0.84,30,Match,hanging,towel,1,3,3_30
2934,30,2,0.647,31,Match,hanging,towel,1,3,3_31
2935,31,2,1.423,32,Match,hanging,towel,1,3,3_32
2936,32,2,0.739,33,Match,hanging,towel,1,3,3_33
2937,33,2,0.771,34,Match,hanging,towel,1,3,3_34
2938,34,2,0.781,35,Match,hanging,towel,1,3,3_35
2939,35,2,0.709,36,Match,hanging,towel,1,3,3_36
2940,36,2,0.596,37,Match,hanging,towel,1,3,3_37
2941,37,2,0.632,38,Match,hanging,towel,1,3,3_38
2942,38,2,0.73,39,Match,hanging,towel,1,3,3_39
2943,39,2,1.014,40,Match,hanging,towel,1,3,3_40
2944,40,2,2.144,41,Match,hanging,towel,1,3,3_41
2945,41,2,1.364,42,Match,hanging,towel,1,3,3_42
2946,42,2,1.622,43,Match,hanging,towel,1,3,3_43
2947,43,2,0.787,44,Match,hanging,towel,1,3,3_44
2948,0,2,0.902,1,Match,slice,watermelon,1,3,3_1
2949,1,2,0.72,2,Match,slice,watermelon,1,3,3_2
2950,2,2,0.95,3,Match,slice,watermelon,1,3,3_3
2951,3,2,0.494,4,Match,slice,watermelon,1,3,3_4
2952,4,2,0.782,5,Match,slice,watermelon,1,3,3_5
2953,5,2,3.959,6,Match,slice,watermelon,1,3,3_6
2954,6,2,1.435,7,Match,slice,watermelon,1,3,3_7
2955,7,2,0.773,8,Match,slice,watermelon,1,3,3_8
2956,8,2,1.19,9,Match,slice,watermelon,1,3,3_9
2957,9,2,2.271,10,Match,slice,watermelon,1,3,3_10
2958,10,2,0.887,11,Match,slice,watermelon,1,3,3_11
2959,11,2,1.599,12,Match,slice,watermelon,1,3,3_12
2960,12,2,1.098,13,Match,slice,watermelon,1,3,3_13
2961,13,2,1.324,14,Match,slice,watermelon,1,3,3_14
2962,14,2,0.623,15,Match,slice,watermelon,1,3,3_15
2963,15,2,0.8,16,Match,slice,watermelon,1,3,3_16
2964,16,2,1.645,17,Match,slice,watermelon,1,3,3_17
2965,17,2,1.048,18,Match,slice,watermelon,1,3,3_18
2966,18,2,2.17,19,Match,slice,watermelon,1,3,3_19
2967,19,2,0.731,20,Match,slice,watermelon,1,3,3_20
2968,20,2,0.747,21,Match,slice,watermelon,1,3,3_21
2969,21,2,0.98,22,Match,slice,watermelon,1,3,3_22
2970,22,2,0.98,23,Match,slice,watermelon,1,3,3_23
2971,23,2,1.236,24,Match,slice,watermelon,1,3,3_24
2972,24,2,0.662,25,Match,slice,watermelon,1,3,3_25
2973,25,2,1.215,26,Match,slice,watermelon,1,3,3_26
2974,26,2,0.731,27,Match,slice,watermelon,1,3,3_27
2975,27,2,4.197,28,Match,slice,watermelon,1,3,3_28
2976,28,2,2.701,29,Match,slice,watermelon,1,3,3_29
2977,29,2,0.742,30,Match,slice,watermelon,1,3,3_30
2978,30,2,0.903,31,Match,slice,watermelon,1,3,3_31
2979,31,2,1.325,32,Match,slice,watermelon,1,3,3_32
2980,32,2,0.908,33,Match,slice,watermelon,1,3,3_33
2981,33,2,0.561,34,Match,slice,watermelon,1,3,3_34
2982,34,2,1.142,35,Match,slice,watermelon,1,3,3_35
